Level,Class,Name,School,Casting Time,Range,Duration,Components
5th Level,Warlock,Commune with City (UA),Divination T,1 Minute R,Self,Instantaneous,"V, S"
5th Level,Warlock,Contact Other Plane,Divination,1 Minute R,Self,1 minute,V
5th Level,Warlock,Danse Macabre,Necromancy,1 Action,60 Feet,"Concentration, up to 1 hour","V, S"
5th Level,Warlock,Dream,Illusion,1 Minute,Special,8 hours,"V, S, M"
5th Level,Warlock,Enervation,Necromancy,1 Action,60 Feet,"Concentration, up to 1 minute","V, S"
5th Level,Warlock,Far Step,Conjuration,1 Bonus Action,Self,"Concentration, up to 1 minute",V
5th Level,Warlock,Hold Monster,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Warlock,Infernal Calling,Conjuration,1 Minute,90 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Warlock,Mislead,Illusion,1 Action,Self,"Concentration, up to 1 hour",S
5th Level,Warlock,Modify Memory,Enchantment,1 Action,30 feet,"Concentration, up to 1 minute","V, S"
5th Level,Warlock,Negative Energy Flood,Necromancy,1 Action,60 feet,Instantaneous,"V, M"
5th Level,Warlock,Planar Binding,Abjuration,1 Action,60 feet,24 hours,"V, S, M"
5th Level,Warlock,Scrying,Divination,10 Minutes,Self,"Concentration, up to 10 minutes","V, S, M"
5th Level,Warlock,Shutdown (UA),Transmutation T,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Warlock,Synaptic Static,Enchantment,1 Action,120 feet,Instantaneous,"V, S"
5th Level,Warlock,Teleportation Circle,Conjuration,1 Action,10 feet,1 round,"V, M"
5th Level,Warlock,Wall Of Light,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Wizard,Animate Objects,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Wizard,Bigby's Hand,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Wizard,Cloudkill,Conjuration,1 Action,120 feet,"Concentration, up to 10 minutes","V, S"
5th Level,Wizard,Commune with City (UA),Divination T,1 Minute R,Self,Instantaneous,"V, S"
5th Level,Wizard,Cone of Cold,Evocation,1 Action,Self (60-foot cone),Instantaneous,"V, S, M"
5th Level,Wizard,Conjure Elemental,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Wizard,Conjure Vrock (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Wizard,Contact Other Plane,Divination,1 Minute R,Self,1 minute,V
5th Level,Wizard,Control Winds,Transmutation,1 Action,300 feet,"Concentration, up to 1 hour","V, S"
5th Level,Wizard,Creation,Illusion,1 Action,30 feet,Special,"V, S, M"
5th Level,Wizard,Danse Macabre,Necromancy,1 Action,60 Feet,"Concentration, up to 1 hour","V, S"
5th Level,Wizard,Dawn,Evocation,1 Action,60 Feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Wizard,Dominate Person,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
5th Level,Wizard,Dream,Illusion,1 Minute,Special,8 hours,"V, S, M"
5th Level,Wizard,Enervation,Necromancy,1 Action,60 Feet,"Concentration, up to 1 minute","V, S"
5th Level,Wizard,Far Step,Conjuration,1 Bonus Action,Self,"Concentration, up to 1 minute",V
5th Level,Wizard,Geas,Enchantment,1 Minute,60 feet,30 days,V
5th Level,Wizard,Hold Monster,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Wizard,Immolation,Evocation,1 Action,90 feet,"Concentration, up to 1 minute",V
5th Level,Wizard,Infernal Calling,Conjuration,1 Minute,90 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Wizard,Legend Lore,Divination,10 Minutes,Self,Instantaneous,"V, S, M"
5th Level,Wizard,Mislead,Illusion,1 Action,Self,"Concentration, up to 1 hour",S
5th Level,Wizard,Modify Memory,Enchantment,1 Action,30 feet,"Concentration, up to 1 minute","V, S"
5th Level,Wizard,Negative Energy Flood,Necromancy,1 Action,60 feet,Instantaneous,"V, M"
5th Level,Wizard,Passwall,Transmutation,1 Action,30 feet,1 hour,"V, S, M"
5th Level,Wizard,Planar Binding,Abjuration,1 Action,60 feet,24 hours,"V, S, M"
5th Level,Wizard,Rary's Telepathic Bond,Divination,1 Action R,30 feet,1 hour,"V, S, M"
5th Level,Wizard,Scrying,Divination,10 Minutes,Self,"Concentration, up to 10 minutes","V, S, M"
5th Level,Wizard,Seeming,Illusion,1 Action,30 feet,8 hours,"V, S"
5th Level,Wizard,Shutdown (UA),Transmutation T,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Wizard,Skill Empowerment,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
5th Level,Wizard,Steel Wind Strike,Conjuration,1 Action,30 feet,Instantaneous,"S, M"
5th Level,Wizard,Summon Draconic Spirit (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Wizard,Synaptic Static,Enchantment,1 Action,120 feet,Instantaneous,"V, S"
5th Level,Wizard,Telekinesis,Transmutation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S"
5th Level,Wizard,Teleportation Circle,Conjuration,1 Action,10 feet,1 round,"V, M"
5th Level,Wizard,Temporal Shunt,Transmutation DC,1 Reaction,120 feet,1 round,"V, S"
5th Level,Wizard,Transmute Rock,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
5th Level,Wizard,Wall of Force,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Wizard,Wall Of Light,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Wizard,Wall of Stone,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
6th Level,Bard,Eyebite,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
6th Level,Bard,Find the Path,Divination,1 Minute,Self,"Concentration, up to 1 day","V, S, M"
6th Level,Bard,Guards and Wards,Abjuration,10 Minutes,Touch,24 hours,"V, S, M"
6th Level,Bard,Heroes' Feast,Conjuration,10 Minutes,30 feet,Instantaneous,"V, S, M"
6th Level,Bard,Mass Suggestion,Enchantment,1 Action,60 feet,24 hours,"V, M"
6th Level,Bard,Otto's Irresistible Dance,Enchantment,1 Action,30 feet,"Concentration, up to 1 minute",V
6th Level,Bard,Programmed Illusion,Illusion,1 Action,120 feet,Until dispelled,"V, S, M"
6th Level,Bard,True Seeing,Divination,1 Action,Touch,1 hour,"V, S, M"
6th Level,Cleric,Blade Barrier,Evocation,1 Action,90 feet,"Concentration, up to 10 minutes","V, S"
6th Level,Cleric,Create Undead,Necromancy,1 Minute,10 feet,Instantaneous,"V, S, M"
6th Level,Cleric,Find the Path,Divination,1 Minute,Self,"Concentration, up to 1 day","V, S, M"
6th Level,Cleric,Forbiddance,Abjuration,10 Minutes R,Touch,1 day,"V, S, M"
6th Level,Cleric,Harm,Necromancy,1 Action,60 feet,Instantaneous,"V, S"
6th Level,Cleric,Heal,Evocation,1 Action,60 feet,Instantaneous,"V, S"
6th Level,Cleric,Heroes' Feast,Conjuration,10 Minutes,30 feet,Instantaneous,"V, S, M"
6th Level,Cleric,Otherworldly Form (UA),Transmutation,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Cleric,Planar Ally,Conjuration,1 Action,60 feet,Instantaneous,"V, S"
6th Level,Cleric,Sunbeam,Evocation,1 Action,Self (60-foot line),"Concentration, up to 1 minute","V, S, M"
6th Level,Cleric,True Seeing,Divination,1 Action,Touch,1 hour,"V, S, M"
6th Level,Cleric,Word of Recall,Conjuration,1 Action,5 feet,Instantaneous,V
6th Level,Druid,Bones of the Earth,Transmutation,1 Action,120 feet,Instantaneous,"V, S"
6th Level,Druid,Conjure Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S"
6th Level,Druid,Druid Grove,Abjuration,10 Minutes,Touch,24 hours,"V, S, M"
6th Level,Druid,Find the Path,Divination,1 Minute,Self,"Concentration, up to 1 day","V, S, M"
6th Level,Druid,Flesh to Stone,Transmutation,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
6th Level,Druid,Heal,Evocation,1 Action,60 feet,Instantaneous,"V, S"
6th Level,Druid,Heroes' Feast,Conjuration,10 Minutes,30 feet,Instantaneous,"V, S, M"
6th Level,Druid,Investiture of Flame,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Druid,Investiture of Ice,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Druid,Investiture of Stone,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Druid,Investiture of Wind,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Druid,Move Earth,Transmutation,1 Action,120 feet,"Concentration, up to 2 hours","V, S, M"
6th Level,Druid,Primordial Ward,Abjuration,1 Action,Self,"Concentration, up to 1 minute","V, S"
6th Level,Druid,Sunbeam,Evocation,1 Action,Self (60-foot line),"Concentration, up to 1 minute","V, S, M"
6th Level,Druid,Transport via Plants,Conjuration,1 Action,10 feet,1 round,"V, S"
6th Level,Druid,Wall of Thorns,Conjuration,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
6th Level,Druid,Wind Walk,Transmutation,1 Minute,30 feet,8 hours,"V, S, M"
6th Level,Sorcerer,Arcane Gate,Conjuration,1 Action,500 feet,"Concentration, up to 10 minutes","V, S"
6th Level,Sorcerer,Chain Lightning,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
6th Level,Sorcerer,Circle of Death,Necromancy,1 Action,150 feet,Instantaneous,"V, S, M"
6th Level,Sorcerer,Disintegrate,Transmutation,1 Action,60 feet,Instantaneous,"V, S, M"
6th Level,Sorcerer,Eyebite,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
6th Level,Sorcerer,Fizban's Platinum Shield (UA),Abjuration,1 Action,60 Feet,"Concentration, up to 1 minute","V, S, M"
6th Level,Sorcerer,Flesh to Stone,Transmutation,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
6th Level,Sorcerer,Globe of Invulnerability,Abjuration,1 Action,Self (10-foot radius),"Concentration, up to 1 minute","V, S, M"
6th Level,Sorcerer,Investiture of Flame,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Sorcerer,Investiture of Ice,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Sorcerer,Investiture of Stone,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Sorcerer,Investiture of Wind,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Sorcerer,Mass Suggestion,Enchantment,1 Action,60 feet,24 hours,"V, M"
6th Level,Sorcerer,Mental Prison,Illusion,1 Action,60 feet,"Concentration, up to 1 minute",S
6th Level,Sorcerer,Move Earth,Transmutation,1 Action,120 feet,"Concentration, up to 2 hours","V, S, M"
6th Level,Sorcerer,Otherworldly Form (UA),Transmutation,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Sorcerer,Otiluke's Freezing Sphere,Evocation,1 Action,300 feet,Instantaneous,"V, S, M"
6th Level,Sorcerer,Psychic Crush (UA),Enchantment,1 Action,60 feet,1 minute,"V, S"
6th Level,Sorcerer,Scatter,Conjuration,1 Action,30 feet,Instantaneous,V
6th Level,Sorcerer,Sunbeam,Evocation,1 Action,Self (60-foot line),"Concentration, up to 1 minute","V, S, M"
6th Level,Sorcerer,Tasha's Otherworldly Guise,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Sorcerer,True Seeing,Divination,1 Action,Touch,1 hour,"V, S, M"
6th Level,Warlock,Arcane Gate,Conjuration,1 Action,500 feet,"Concentration, up to 10 minutes","V, S"
6th Level,Warlock,Circle of Death,Necromancy,1 Action,150 feet,Instantaneous,"V, S, M"
6th Level,Warlock,Conjure Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S"
6th Level,Warlock,Create Undead,Necromancy,1 Minute,10 feet,Instantaneous,"V, S, M"
6th Level,Warlock,Eyebite,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
6th Level,Warlock,Flesh to Stone,Transmutation,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
6th Level,Warlock,Investiture of Flame,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Warlock,Investiture of Ice,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Warlock,Investiture of Stone,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Warlock,Investiture of Wind,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Warlock,Mass Suggestion,Enchantment,1 Action,60 feet,24 hours,"V, M"
6th Level,Warlock,Mental Prison,Illusion,1 Action,60 feet,"Concentration, up to 1 minute",S
6th Level,Warlock,Otherworldly Form (UA),Transmutation,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Warlock,Psychic Crush (UA),Enchantment,1 Action,60 feet,1 minute,"V, S"
6th Level,Warlock,Scatter,Conjuration,1 Action,30 feet,Instantaneous,V
6th Level,Warlock,Soul Cage,Necromancy,Special,60 feet,8 hours,"V, S, M"
6th Level,Warlock,Summon Fiend,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
6th Level,Warlock,Tasha's Otherworldly Guise,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Warlock,True Seeing,Divination,1 Action,Touch,1 hour,"V, S, M"
6th Level,Wizard,Arcane Gate,Conjuration,1 Action,500 feet,"Concentration, up to 10 minutes","V, S"
6th Level,Wizard,Chain Lightning,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
6th Level,Wizard,Circle of Death,Necromancy,1 Action,150 feet,Instantaneous,"V, S, M"
6th Level,Wizard,Contingency,Evocation,10 Minutes,Self,10 days,"V, S, M"
6th Level,Wizard,Create Homunculus,Transmutation,1 Hour,120 feet,Instantaneous,"V, S, M"
6th Level,Wizard,Create Undead,Necromancy,1 Minute,10 feet,Instantaneous,"V, S, M"
6th Level,Wizard,Disintegrate,Transmutation,1 Action,60 feet,Instantaneous,"V, S, M"
6th Level,Wizard,Drawmij's Instant Summons,Conjuration,1 Minute R,Touch,Until dispelled,"V, S, M"
6th Level,Wizard,Eyebite,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
6th Level,Wizard,Fizban's Platinum Shield (UA),Abjuration,1 Action,60 Feet,"Concentration, up to 1 minute","V, S, M"
6th Level,Wizard,Flesh to Stone,Transmutation,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
6th Level,Wizard,Globe of Invulnerability,Abjuration,1 Action,Self (10-foot radius),"Concentration, up to 1 minute","V, S, M"
6th Level,Wizard,Gravity Fissure,Evocation DG,1 Action,Self (100-foot line),Instantaneous,"V, S, M"
6th Level,Wizard,Guards and Wards,Abjuration,10 Minutes,Touch,24 hours,"V, S, M"
6th Level,Wizard,Investiture of Flame,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Wizard,Investiture of Ice,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Wizard,Investiture of Stone,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Wizard,Investiture of Wind,Transmutation,1 Action,Self,"Concentration, up to 10 minutes","V, S"
6th Level,Wizard,Magic Jar,Necromancy,1 Minute,Self,Until dispelled,"V, S, M"
6th Level,Wizard,Mass Suggestion,Enchantment,1 Action,60 feet,24 hours,"V, M"
6th Level,Wizard,Mental Prison,Illusion,1 Action,60 feet,"Concentration, up to 1 minute",S
6th Level,Wizard,Move Earth,Transmutation,1 Action,120 feet,"Concentration, up to 2 hours","V, S, M"
6th Level,Wizard,Otherworldly Form (UA),Transmutation,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Wizard,Otiluke's Freezing Sphere,Evocation,1 Action,300 feet,Instantaneous,"V, S, M"
6th Level,Wizard,Otto's Irresistible Dance,Enchantment,1 Action,30 feet,"Concentration, up to 1 minute",V
6th Level,Wizard,Programmed Illusion,Illusion,1 Action,120 feet,Until dispelled,"V, S, M"
6th Level,Wizard,Psychic Crush (UA),Enchantment,1 Action,60 feet,1 minute,"V, S"
6th Level,Wizard,Scatter,Conjuration,1 Action,30 feet,Instantaneous,V
6th Level,Wizard,Soul Cage,Necromancy,Special,60 feet,8 hours,"V, S, M"
6th Level,Wizard,Summon Fiend,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
6th Level,Wizard,Sunbeam,Evocation,1 Action,Self (60-foot line),"Concentration, up to 1 minute","V, S, M"
6th Level,Wizard,Tasha's Otherworldly Guise,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S, M"
6th Level,Wizard,Tenser's Transformation,Transmutation,Special,Self,"Concentration, up to 10 minutes","V, S, M"
6th Level,Wizard,True Seeing,Divination,1 Action,Touch,1 hour,"V, S, M"
6th Level,Wizard,Wall of Ice,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
7th Level,Bard,Dream of the Blue Veil,Conjuration,10 minutes,20 feet,6 hours,"V, S, M"
7th Level,Bard,Etherealness,Transmutation,1 Action,Self,Up to 8 hours,"V, S"
7th Level,Bard,Forcecage,Evocation,1 Action,100 feet,1 hour,"V, S, M"
7th Level,Bard,Mirage Arcane,Illusion,10 Minutes,Sight,10 days,"V, S"
7th Level,Bard,Mordenkainen's Magnificent Mansion,Conjuration,1 Minute,300 feet,24 hours,"V, S, M"
7th Level,Bard,Mordenkainen's Sword,Evocation,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Bard,Prismatic Spray,Evocation,1 Action,Self (60-foot cone),Instantaneous,"V, S"
7th Level,Bard,Project Image,Illusion,1 Action,500 Miles,"Concentration, up to 1 day","V, S, M"
7th Level,Bard,Regenerate,Transmutation,1 Minute,Touch,1 hour,"V, S, M"
7th Level,Bard,Resurrection,Necromancy,1 Hour,Touch,Instantaneous,"V, S, M"
7th Level,Bard,Symbol,Abjuration,1 Minute,Touch,Until dispelled or triggered,"V, S, M"
7th Level,Bard,Teleport,Conjuration,1 Action,10 feet,Instantaneous,V
7th Level,Cleric,Conjure Celestial,Conjuration,1 Minute,90 feet,"Concentration, up to 1 hour","V, S"
7th Level,Cleric,Divine Word,Evocation,1 Bonus Action,30 feet,Instantaneous,V
7th Level,Cleric,Etherealness,Transmutation,1 Action,Self,Up to 8 hours,"V, S"
7th Level,Cleric,Fire Storm,Evocation,1 Action,150 feet,Instantaneous,"V, S"
7th Level,Cleric,Plane Shift,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
7th Level,Cleric,Regenerate,Transmutation,1 Minute,Touch,1 hour,"V, S, M"
7th Level,Cleric,Resurrection,Necromancy,1 Hour,Touch,Instantaneous,"V, S, M"
7th Level,Cleric,Symbol,Abjuration,1 Minute,Touch,Until dispelled or triggered,"V, S, M"
7th Level,Cleric,Temple of the Gods,Conjuration,1 hour,120 feet,24 hours,"V, S, M"
7th Level,Druid,Draconic Transformation (UA),Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S, M"
7th Level,Druid,Fire Storm,Evocation,1 Action,150 feet,Instantaneous,"V, S"
7th Level,Druid,Mirage Arcane,Illusion,10 Minutes,Sight,10 days,"V, S"
7th Level,Druid,Plane Shift,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
7th Level,Druid,Regenerate,Transmutation,1 Minute,Touch,1 hour,"V, S, M"
7th Level,Druid,Reverse Gravity,Transmutation,1 Action,100 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Druid,Symbol,Abjuration,1 Minute,Touch,Until dispelled or triggered,"V, S, M"
7th Level,Druid,Whirlwind,Evocation,1 Action,300 feet,"Concentration, up to 1 minute","V, M"
7th Level,Sorcerer,Conjure Hezrou (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
7th Level,Sorcerer,Crown Of Stars,Conjuration,1 Action,Self,1 hour,"V, S"
7th Level,Sorcerer,Delayed Blast Fireball,Evocation,1 Action,150 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Sorcerer,Draconic Transformation (UA),Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S, M"
7th Level,Sorcerer,Dream of the Blue Veil,Conjuration,10 minutes,20 feet,6 hours,"V, S, M"
7th Level,Sorcerer,Etherealness,Transmutation,1 Action,Self,Up to 8 hours,"V, S"
7th Level,Sorcerer,Finger of Death,Necromancy,1 Action,60 feet,Instantaneous,"V, S"
7th Level,Sorcerer,Fire Storm,Evocation,1 Action,150 feet,Instantaneous,"V, S"
7th Level,Sorcerer,Plane Shift,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
7th Level,Sorcerer,Power Word: Pain,Enchantment,1 Action,60 feet,Instantaneous,V
7th Level,Sorcerer,Prismatic Spray,Evocation,1 Action,Self (60-foot cone),Instantaneous,"V, S"
7th Level,Sorcerer,Reverse Gravity,Transmutation,1 Action,100 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Sorcerer,Teleport,Conjuration,1 Action,10 feet,Instantaneous,V
7th Level,Warlock,Crown Of Stars,Conjuration,1 Action,Self,1 hour,"V, S"
7th Level,Warlock,Dream of the Blue Veil,Conjuration,10 minutes,20 feet,6 hours,"V, S, M"
7th Level,Warlock,Etherealness,Transmutation,1 Action,Self,Up to 8 hours,"V, S"
7th Level,Warlock,Finger of Death,Necromancy,1 Action,60 feet,Instantaneous,"V, S"
7th Level,Warlock,Forcecage,Evocation,1 Action,100 feet,1 hour,"V, S, M"
7th Level,Warlock,Plane Shift,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
7th Level,Warlock,Power Word: Pain,Enchantment,1 Action,60 feet,Instantaneous,V
7th Level,Warlock,Project Image,Illusion,1 Action,500 Miles,"Concentration, up to 1 day","V, S, M"
7th Level,Wizard,Conjure Hezrou (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
7th Level,Wizard,Create Magen,Transmutation,1 Hour,Touch,Instantaneous,"V, S, M"
7th Level,Wizard,Crown Of Stars,Conjuration,1 Action,Self,1 hour,"V, S"
7th Level,Wizard,Delayed Blast Fireball,Evocation,1 Action,150 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Wizard,Draconic Transformation (UA),Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S, M"
7th Level,Wizard,Dream of the Blue Veil,Conjuration,10 minutes,20 feet,6 hours,"V, S, M"
7th Level,Wizard,Etherealness,Transmutation,1 Action,Self,Up to 8 hours,"V, S"
7th Level,Wizard,Finger of Death,Necromancy,1 Action,60 feet,Instantaneous,"V, S"
7th Level,Wizard,Forcecage,Evocation,1 Action,100 feet,1 hour,"V, S, M"
7th Level,Wizard,Mirage Arcane,Illusion,10 Minutes,Sight,10 days,"V, S"
7th Level,Wizard,Mordenkainen's Magnificent Mansion,Conjuration,1 Minute,300 feet,24 hours,"V, S, M"
7th Level,Wizard,Mordenkainen's Sword,Evocation,1 Action,60 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Wizard,Plane Shift,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
7th Level,Wizard,Power Word: Pain,Enchantment,1 Action,60 feet,Instantaneous,V
7th Level,Wizard,Prismatic Spray,Evocation,1 Action,Self (60-foot cone),Instantaneous,"V, S"
7th Level,Wizard,Project Image,Illusion,1 Action,500 Miles,"Concentration, up to 1 day","V, S, M"
7th Level,Wizard,Reverse Gravity,Transmutation,1 Action,100 feet,"Concentration, up to 1 minute","V, S, M"
7th Level,Wizard,Sequester,Transmutation,1 Action,Touch,Until dispelled,"V, S, M"
7th Level,Wizard,Simulacrum,Illusion,12 hours,Touch,Until dispelled,"V, S, M"
7th Level,Wizard,Symbol,Abjuration,1 Minute,Touch,Until dispelled or triggered,"V, S, M"
7th Level,Wizard,Teleport,Conjuration,1 Action,10 feet,Instantaneous,V
7th Level,Wizard,Tether Essence,Necromancy D,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
7th Level,Wizard,Whirlwind,Evocation,1 Action,300 feet,"Concentration, up to 1 minute","V, M"
8th Level,Bard,Antipathy/Sympathy,Enchantment,1 Hour,60 feet,10 Days,"V, S, M"
8th Level,Bard,Dominate Monster,Enchantment,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
8th Level,Bard,Feeblemind,Enchantment,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Bard,Glibness,Transmutation,1 Action,Self,1 hour,V
8th Level,Bard,Mind Blank,Abjuration,1 Action,Touch,24 hours,"V, S"
8th Level,Bard,Power Word: Stun,Enchantment,1 Action,60 feet,Instantaneous,"V, S"
8th Level,Cleric,Antimagic Field,Abjuration,1 Action,Self (10-foot radius sphere),"Concentration, up to 1 hour","V, S, M"
8th Level,Cleric,Control Weather,Transmutation,10 Minutes,Self (5 mile radius),"Concentration, Up to 8 hours","V, S, M"
8th Level,Cleric,Earthquake,Evocation,1 Action,500 feet,"Concentration, up to 1 minute","V, S, M"
8th Level,Cleric,Holy Aura,Abjuration,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
8th Level,Cleric,Sunburst,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Druid,Animal Shapes,Transmutation,1 Action,30 feet,"Concentration, up to 24 hours","V, S"
8th Level,Druid,Antipathy/Sympathy,Enchantment,1 Hour,60 feet,10 Days,"V, S, M"
8th Level,Druid,Control Weather,Transmutation,10 Minutes,Self (5 mile radius),"Concentration, Up to 8 hours","V, S, M"
8th Level,Druid,Earthquake,Evocation,1 Action,500 feet,"Concentration, up to 1 minute","V, S, M"
8th Level,Druid,Feeblemind,Enchantment,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Druid,Incendiary Cloud,Conjuration,1 Action,150 feet,"Concentration, up to 1 minute","V, S"
8th Level,Druid,Sunburst,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Druid,Tsunami,Conjuration,1 Action,Sight,"Concentration, up to 6 rounds","V, S"
8th Level,Sorcerer,Abi-Dalzim's Horrid Wilting,Necromancy,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Sorcerer,Dominate Monster,Enchantment,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
8th Level,Sorcerer,Earthquake,Evocation,1 Action,500 feet,"Concentration, up to 1 minute","V, S, M"
8th Level,Sorcerer,Incendiary Cloud,Conjuration,1 Action,150 feet,"Concentration, up to 1 minute","V, S"
8th Level,Sorcerer,Power Word: Stun,Enchantment,1 Action,60 feet,Instantaneous,"V, S"
8th Level,Sorcerer,Sunburst,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Warlock,Abi-Dalzim's Horrid Wilting,Necromancy,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Warlock,Demiplane,Conjuration,1 Action,60 feet,1 Hour,S
8th Level,Warlock,Dominate Monster,Enchantment,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
8th Level,Warlock,Feeblemind,Enchantment,1 Action,150 feet,Instantaneous,"V, S, M"
8th Level,Warlock,Glibness,Transmutation,1 Action,Self,1 hour,V
8th Level,Warlock,Maddening Darkness,Evocation,1 Action,150 feet,"Concentration, up to 10 minutes","V, M"
8th Level,Warlock,Power Word: Stun,Enchantment,1 Action,60 feet,Instantaneous,"V, S"
8th Level,Wizard,Abi-Dalzim's Horrid Wilting,Necromancy,1 Action,150 feet,Instantaneous,"V, S, M"
