Background,Item,Description,Source
Knight,Ideal,Independence. I must prove that I can handle myself without coddling from my family. (Chaotic),Player's Handbook
Knight,Ideal,"Power. If I can attain more power, no one will tell me what to do. (Evil)",Player's Handbook
Knight,Ideal,Family. Blood runs thicker than water. (Any),Player's Handbook
Knight,Ideal,Noble Obligation. It is my duty to protect and care for the people beneath me. (Good),Player's Handbook
Knight,Bond,I will face any challenge to win the approval of my family.,Player's Handbook
Knight,Bond,My house's alliance with another noble family must be sustained at all costs.,Player's Handbook
Knight,Bond,Nothing is more important than the other members of my family.,Player's Handbook
Knight,Bond,I am in love with the heir of a family that my family despises.,Player's Handbook
Knight,Bond,My loyalty to my sovereign is unwavering.,Player's Handbook
Knight,Bond,The common folk must see me as a hero of the people.,Player's Handbook
Knight,Flaw,I secretly believe that everyone is beneath me.,Player's Handbook
Knight,Flaw,I hide a truly scandalous secret that could ruin my family forever.,Player's Handbook
Knight,Flaw,"I too often hear veiled insults and threats in every word addressed to me, and I'm quick to anger.",Player's Handbook
Knight,Flaw,I have an insatiable desire for carnal pleasures.,Player's Handbook
Knight,Flaw,"In fact, the world does revolve around me.",Player's Handbook
Knight,Flaw,"By my words and actions, I often bring shame to my family.",Player's Handbook
Noble,Trait,My eloquent flattery makes everyone I talk to feel like the most wonderful and important person in the world.,Player's Handbook
Noble,Trait,The common folk love me for my kindness and generosity.,Player's Handbook
Noble,Trait,No one could doubt by looking at my regal bearing that I am a cut above the unwashed masses.,Player's Handbook
Noble,Trait,I take great pains to always look my best and follow the latest fashions.,Player's Handbook
Noble,Trait,"I don't like to get my hands dirty, and I won't be caught dead in unsuitable accommodations.",Player's Handbook
Noble,Trait,"Despite my noble birth, I do not place myself above other folk. We all have the same blood.",Player's Handbook
Noble,Trait,"My favor, once lost, is lost forever.",Player's Handbook
Noble,Trait,"If you do me an injury, I will crush you, ruin your name, and salt your fields.",Player's Handbook
Noble,Ideal,"Respect. Respect is due to me because of my position, but all people regardless of station deserve to be treated with dignity. (Good)",Player's Handbook
Noble,Ideal,"Responsibility. It is my duty to respect the authority of those above me, just as those below me must respect mine. (Lawful)",Player's Handbook
Noble,Ideal,Independence. I must prove that I can handle myself without coddling from my family. (Chaotic),Player's Handbook
Noble,Ideal,"Power. If I can attain more power, no one will tell me what to do. (Evil)",Player's Handbook
Noble,Ideal,Family. Blood runs thicker than water. (Any),Player's Handbook
Noble,Ideal,Noble Obligation. It is my duty to protect and care for the people beneath me. (Good),Player's Handbook
Noble,Bond,I will face any challenge to win the approval of my family.,Player's Handbook
Noble,Bond,My house's alliance with another noble family must be sustained at all costs.,Player's Handbook
Noble,Bond,Nothing is more important than the other members of my family.,Player's Handbook
Noble,Bond,I am in love with the heir of a family that my family despises.,Player's Handbook
Noble,Bond,My loyalty to my sovereign is unwavering.,Player's Handbook
Noble,Bond,The common folk must see me as a hero of the people.,Player's Handbook
Noble,Flaw,I secretly believe that everyone is beneath me.,Player's Handbook
Noble,Flaw,I hide a truly scandalous secret that could ruin my family forever.,Player's Handbook
Noble,Flaw,"I too often hear veiled insults and threats in every word addressed to me, and I'm quick to anger.",Player's Handbook
Noble,Flaw,I have an insatiable desire for carnal pleasures.,Player's Handbook
Noble,Flaw,"In fact, the world does revolve around me.",Player's Handbook
Noble,Flaw,"By my words and actions, I often bring shame to my family.",Player's Handbook
Outlander,Origin,Forester,Player's Handbook
Outlander,Origin,Trapper,Player's Handbook
Outlander,Origin,Homesteader,Player's Handbook
Outlander,Origin,Guide,Player's Handbook
Outlander,Origin,Exile or outcast,Player's Handbook
Outlander,Origin,Bounty hunter,Player's Handbook
Outlander,Origin,Pilgrim,Player's Handbook
Outlander,Origin,Tribal nomad,Player's Handbook
Outlander,Origin,Hunter-gatherer,Player's Handbook
Outlander,Origin,Tribal marauder,Player's Handbook
Outlander,Trait,I'm driven by a wanderlust that led me away from home.,Player's Handbook
Outlander,Trait,I watch over my friends as if they were a litter of newborn pups.,Player's Handbook
Outlander,Trait,I once ran twenty-five miles without stopping to warn to my clan of an approaching orc horde. I'd do it again if I had to.,Player's Handbook
Outlander,Trait,"I have a lesson for every situation, drawn from observing nature.",Player's Handbook
Outlander,Trait,I place no stock in wealthy or well-mannered folk. Money and manners won't save you from a hungry owlbear.,Player's Handbook
Outlander,Trait,"I'm always picking things up, absently fiddling with them, and sometimes accidentally breaking them.",Player's Handbook
Outlander,Trait,I feel far more comfortable around animals than people.,Player's Handbook
Outlander,Trait,"I was, in fact, raised by wolves.",Player's Handbook
Outlander,Ideal,"Change. Life is like the seasons, in constant change, and we must change with it. (Chaotic)",Player's Handbook
Outlander,Ideal,Greater Good. It is each person's responsibility to make the most happiness for the whole tribe. (Good),Player's Handbook
Outlander,Ideal,"Honor. If I dishonor myself, I dishonor my whole clan. (Lawful)",Player's Handbook
Outlander,Ideal,Might. The strongest are meant to rule. (Evil),Player's Handbook
Outlander,Ideal,Nature. The natural world is more important than all the constructs of civilization. (Neutral),Player's Handbook
Outlander,Ideal,"Glory. I must earn glory in battle, for myself and my clan. (Any)",Player's Handbook
Outlander,Bond,"My family, clan, or tribe is the most important thing in my life, even when they are far from me.",Player's Handbook
Outlander,Bond,An injury to the unspoiled wilderness of my home is an injury to me.,Player's Handbook
Outlander,Bond,I will bring terrible wrath down on the evildoers who destroyed my homeland.,Player's Handbook
Outlander,Bond,"I am the last of my tribe, and it is up to me to ensure their names enter legend.",Player's Handbook
Outlander,Bond,I suffer awful visions of a coming disaster and will do anything to prevent it.,Player's Handbook
Outlander,Bond,It is my duty to provide children to sustain my tribe.,Player's Handbook
Outlander,Flaw,"I am too enamored of ale, wine, and other intoxicants.",Player's Handbook
Outlander,Flaw,There's no room for caution in a life lived to the fullest.,Player's Handbook
Outlander,Flaw,I remember every insult I've received and nurse a silent resentment toward anyone who's ever wronged me.,Player's Handbook
Outlander,Flaw,"I am slow to trust members of other races, tribes, and societies.",Player's Handbook
Outlander,Flaw,Violence is my answer to almost any challenge.,Player's Handbook
Outlander,Flaw,Don't expect me to save those who can't save themselves. It is nature's way that the strong thrive and the weak perish.,Player's Handbook
Pirate,Trait,"My friends know they can rely on me, no matter what.",Player's Handbook
Pirate,Trait,I work hard so that I can play hard when the work is done.,Player's Handbook
Pirate,Trait,I enjoy sailing into new ports and making new friends over a flagon of ale.,Player's Handbook
Pirate,Trait,I stretch the truth for the sake of a good story.,Player's Handbook
Pirate,Trait,"To me, a tavern brawl is a nice way to get to know a new city.",Player's Handbook
Pirate,Trait,I never pass up a friendly wager.,Player's Handbook
Pirate,Trait,My language is as foul as an otyugh nest.,Player's Handbook
Pirate,Trait,"I like a job well done, especially if I can convince someone else to do it.",Player's Handbook
Pirate,Ideal,Respect. The thing that keeps a ship together is mutual respect between captain and crew. (Good),Player's Handbook
Pirate,Ideal,"Fairness. We all do the work, so we all share in the rewards. (Lawful)",Player's Handbook
Pirate,Ideal,Freedom. The sea is freedom-the freedom to go anywhere and do anything. (Chaotic),Player's Handbook
Pirate,Ideal,"Mastery. I'm a predator, and the other ships on the sea are my prey. (Evil)",Player's Handbook
Pirate,Ideal,"People. I'm committed to my crewmates, not to ideals. (Neutral)",Player's Handbook
Pirate,Ideal,"Aspiration. Someday, I'll own my own ship and chart my own destiny. (Any)",Player's Handbook
Pirate,Bond,"I'm loyal to my captain first, everything else second.",Player's Handbook
Pirate,Bond,The ship is most important-crewmates and captains come and go.,Player's Handbook
Pirate,Bond,I'll always remember my first ship.,Player's Handbook
Pirate,Bond,"In a harbor town, I have a paramour whose eyes nearly stole me from the sea.",Player's Handbook
Pirate,Bond,"I was cheated out of my fair share of the profits, and I want to get my due.",Player's Handbook
Pirate,Bond,"Ruthless pirates murdered my captain and crewmates, plundered our ship, and left me to die. Vengeance will be mine.",Player's Handbook
Pirate,Flaw,"I follow orders, even if I think they're wrong.",Player's Handbook
Pirate,Flaw,I'll say anything to avoid having to do extra work.,Player's Handbook
Pirate,Flaw,"Once someone questions my courage, I never back down no matter how dangerous the situation.",Player's Handbook
Pirate,Flaw,"Once I start drinking, it's hard for me to stop.",Player's Handbook
Pirate,Flaw,I can't help but pocket loose coins and other trinkets I come across.,Player's Handbook
Pirate,Flaw,My pride will probably lead to my destruction.,Player's Handbook
Sage,Field of study,Alchemist,Player's Handbook
Sage,Field of study,Astronomer,Player's Handbook
Sage,Field of study,Discredited academic,Player's Handbook
Sage,Field of study,Librarian,Player's Handbook
Sage,Field of study,Professor,Player's Handbook
Sage,Field of study,Researcher,Player's Handbook
Sage,Field of study,Wizard's apprentice,Player's Handbook
Sage,Field of study,Scribe,Player's Handbook
Sage,Trait,I use polysyllabic words that convey the impression of great erudition.,Player's Handbook
Sage,Trait,I've read every book in the world's greatest libraries-or I like to boast that I have.,Player's Handbook
Sage,Trait,"I'm used to helping out those who aren't as smart as I am, and I patiently explain anything and everything to others.",Player's Handbook
Sage,Trait,There's nothing I like more than a good mystery.,Player's Handbook
Sage,Trait,I'm willing to listen to every side of an argument before I make my own judgment.,Player's Handbook
Sage,Trait,"I... speak... slowly... when talking... to idiots,... which... almost... everyone... is... compared... to me.",Player's Handbook
